,url_length,special_char_num,contains_login,is_ip,label,external_link_num,iframes_num,script_num,mailto_num,external_script_num,external_img_num,external_style_num,suspicious_keyword
58,30,5,1,0,0,34.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
59,57,7,0,0,0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
60,28,5,0,0,0,33.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
61,82,11,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,56,5,0,0,1,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
63,27,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,58,14,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
65,44,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,74,9,1,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
67,26,6,0,0,0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
68,37,4,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
69,31,6,0,0,0,29.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
70,69,7,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
71,28,4,0,0,0,4.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
72,33,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
73,155,15,0,0,0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
74,95,6,0,0,0,72.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
75,64,6,0,0,0,92.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0
76,52,5,0,0,1,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
77,53,7,0,0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,47,6,0,0,0,9.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0
79,191,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,62,9,0,0,0,34.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0
81,53,5,0,0,1,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82,72,8,0,0,0,232.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
83,52,5,0,0,0,83.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
84,60,6,0,0,0,12.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0
85,44,6,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
86,47,7,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
87,41,7,1,0,1,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
88,90,8,0,0,0,99.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0
89,37,6,0,0,0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
90,24,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,97,6,1,0,1,116.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
92,49,6,0,0,0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
93,69,9,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,42,7,0,0,0,36.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0
95,99,8,0,0,0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
96,37,5,0,0,0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
97,120,8,0,0,0,17.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0
98,51,6,1,0,1,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
99,49,8,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
100,94,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,25,5,0,0,0,55.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
102,66,6,0,0,0,190.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
103,31,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
104,45,6,0,0,0,65.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0
105,71,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,74,6,0,0,0,92.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0
107,29,5,0,0,0,71.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
108,42,6,0,0,0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
109,27,5,0,0,0,217.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0
110,33,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
111,71,9,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,72,5,0,0,0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
113,42,5,0,0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
114,73,6,0,0,0,103.0,2.0,33.0,0.0,0.0,0.0,0.0,1.0
115,32,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,81,5,0,0,0,43.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0
117,63,9,0,0,1,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
118,129,9,0,0,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
119,57,8,0,0,1,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,32,5,0,0,0,91.0,1.0,37.0,0.0,0.0,0.0,0.0,1.0
121,63,6,0,0,0,27.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
122,39,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,64,6,0,0,0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0
124,68,6,0,0,0,104.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
125,97,7,0,0,0,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0
126,65,6,0,0,0,37.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
127,64,7,0,0,0,88.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0
128,66,6,0,0,0,20.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0
129,88,10,0,0,0,13.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0
130,22,4,0,0,1,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
131,49,8,0,0,0,93.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
132,64,6,0,0,0,18.0,2.0,36.0,0.0,0.0,0.0,0.0,1.0
133,63,6,0,0,0,38.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
134,24,4,0,0,0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
135,57,7,0,0,0,22.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0
136,75,6,0,0,0,9.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0
137,29,4,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,61,8,0,0,1,49.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
139,77,6,0,0,0,23.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0
140,53,6,0,0,1,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
141,38,5,0,0,0,32.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
142,82,10,0,0,0,23.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
143,44,7,0,0,0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
144,57,5,0,0,1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
145,84,7,0,0,0,168.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
146,39,7,0,0,1,0.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0
147,79,7,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
148,70,10,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,52,6,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
150,42,5,0,0,0,38.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
151,37,5,0,0,0,94.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0
152,34,5,0,0,1,17.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0
153,26,5,0,0,0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
154,68,9,0,0,0,29.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
155,74,8,0,0,0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0
156,46,6,0,0,0,103.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
157,93,6,0,0,0,96.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
158,60,5,0,0,0,91.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
159,57,6,1,0,1,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
160,57,8,0,0,0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
161,107,9,0,0,0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0
162,85,7,0,0,0,85.0,4.0,87.0,0.0,0.0,0.0,0.0,0.0
163,48,6,0,0,0,10.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
164,138,11,0,0,0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
165,29,5,0,0,0,48.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
166,103,6,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,55,5,0,0,0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
168,108,8,1,0,0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
169,123,7,0,0,0,95.0,1.0,278.0,0.0,0.0,0.0,0.0,0.0
170,58,5,0,0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
171,105,12,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
172,41,5,0,0,0,222.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
173,42,6,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,41,6,0,0,1,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
175,59,9,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
176,44,7,0,0,0,73.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0
177,80,7,0,0,0,21.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
178,86,9,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
179,134,11,1,0,0,107.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
180,49,6,0,0,0,16.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0
181,31,5,0,0,0,45.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0
182,56,5,0,0,0,39.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
183,19,3,0,0,1,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
184,70,7,0,0,0,38.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0
185,62,8,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,47,5,0,0,0,17.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0
187,70,7,0,0,0,45.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
188,57,7,0,0,0,12.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0
189,137,11,0,0,0,21.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
190,34,4,0,0,1,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
191,59,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,39,6,0,0,1,20.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0
193,83,6,0,0,0,193.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
194,39,5,0,0,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,39,5,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
196,68,6,0,0,0,19.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0
197,49,6,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
198,69,6,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
199,36,8,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
200,43,7,0,0,0,14.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
201,41,8,0,0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
202,47,5,0,0,0,17.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
203,35,5,0,0,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,29,4,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
205,72,7,0,0,0,51.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
206,44,5,0,0,0,8.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
207,45,6,0,0,0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
208,29,4,0,0,0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
209,85,12,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
210,71,6,0,0,0,106.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
211,47,6,0,0,1,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
212,27,5,0,0,0,78.0,13.0,27.0,0.0,0.0,0.0,0.0,1.0
213,140,12,0,0,1,,,,,,,,
214,54,6,0,0,0,77.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0
215,46,5,0,0,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,103,7,0,0,0,63.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
217,35,5,0,0,0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
218,49,5,0,0,0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
219,46,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,23,5,0,0,0,29.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
221,79,8,0,0,0,10.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
222,23,5,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
223,65,8,0,0,0,43.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
224,28,5,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
225,63,6,0,0,0,18.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0
226,29,4,0,0,1,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
227,115,9,0,0,1,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
228,98,8,0,0,0,232.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0
229,88,6,0,0,0,27.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0
230,44,7,0,0,0,55.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
231,27,4,0,0,0,80.0,2.0,44.0,0.0,0.0,0.0,0.0,1.0
232,52,5,0,0,0,219.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0
233,89,8,0,0,0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
234,57,8,0,0,0,183.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
235,29,4,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
236,93,7,0,0,0,106.0,2.0,53.0,0.0,0.0,0.0,0.0,1.0
237,36,5,0,0,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,50,6,0,0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
239,58,8,0,0,1,29.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
240,28,5,0,0,0,5.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
241,76,6,0,0,0,127.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0
242,64,10,0,0,1,19.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
243,30,4,0,0,0,63.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
244,57,5,0,0,0,163.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
245,41,6,0,0,0,100.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0
246,54,8,0,0,1,,,,,,,,
247,28,6,0,0,0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0
248,460,52,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,26,5,0,0,0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
250,46,7,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
251,50,7,0,0,0,260.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
252,38,5,0,0,0,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
253,24,5,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,108,5,0,0,0,86.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0
255,66,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,80,7,0,0,0,36.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0
257,36,5,0,0,0,22.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
258,69,7,0,0,0,11.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
259,61,6,0,0,0,22.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
260,81,10,0,0,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
261,22,5,0,0,0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
262,35,4,1,0,1,15.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
263,36,4,0,0,0,25.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
264,25,4,0,0,0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
265,180,13,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
266,72,5,0,0,0,147.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
267,49,10,0,0,1,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
268,46,6,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,41,5,0,0,1,14.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0
270,98,7,0,0,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,26,4,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
272,29,6,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
273,21,5,0,0,1,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
274,48,8,0,0,0,153.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
275,73,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,43,6,0,0,0,141.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0
277,86,7,0,0,0,39.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
278,91,6,0,0,0,52.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
279,70,8,0,0,0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
280,92,7,0,0,0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0
281,22,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,58,8,0,0,0,119.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
283,94,10,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
284,29,5,0,0,0,56.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
285,28,5,0,0,0,23.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0
286,102,7,0,0,0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
287,33,6,0,0,0,145.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
288,50,8,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
289,38,6,0,0,0,22.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0
290,46,7,0,0,0,59.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
291,47,7,0,0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
292,129,8,1,0,1,,,,,,,,
293,120,12,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
294,74,5,0,0,0,118.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
295,65,8,0,0,0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
296,59,7,0,0,0,42.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
297,58,10,0,0,0,41.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
298,79,7,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
299,53,6,0,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
300,49,7,0,0,0,3.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0
301,60,6,0,0,0,109.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0
302,21,4,0,0,1,13.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0
303,44,6,0,0,0,41.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0
304,92,10,0,0,0,37.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0
305,72,12,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
306,43,5,0,0,1,4.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
307,80,13,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
308,40,6,0,0,0,12.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
309,55,14,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
310,45,6,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
311,152,6,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
312,70,7,0,0,1,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
313,64,6,0,0,0,28.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0
314,64,8,0,0,1,,,,,,,,
315,54,6,0,0,0,221.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
316,53,5,0,0,0,356.0,3.0,87.0,0.0,0.0,0.0,0.0,0.0
317,115,6,0,0,0,206.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
